,claim_status,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review
12060,0,22,my reasoning is that half of retail purchases are now made through a mobile device,3364.0,980.0,50.0,8.0,3.0,82,False,False,False
15476,0,26,my family's position is that the population of the united states increases by one person every 12 seconds,4755.0,926.0,6.0,17.0,3.0,105,False,False,False
2536,1,59,a friend read  in the media a claim that the average british driver will spend around 99 days of their life stuck in traffic,25693.0,3735.0,1050.0,16.0,2.0,124,False,False,True
10563,0,36,"my friends believe that in a deck of cards, the king of hearts is the only king without a mustache",8888.0,1559.0,138.0,6.0,1.0,98,False,False,False
11882,0,14,"my sentiment is that the city with the largest bus network in the world is jakarta, indonesia",9149.0,2639.0,1024.0,33.0,11.0,93,False,False,False
4975,1,16,i learned  from the news that 1 in 3 people have never used the internet,106249.0,69063.0,19490.0,1477.0,50.0,72,False,False,True
12133,0,53,my belief is that there are about 582 million entrepreneurs in the world,6583.0,2195.0,318.0,33.0,10.0,72,False,False,False
6745,1,30,a colleague read  on an internet forum that reindeer grow new antlers every year,612895.0,392902.0,2685.0,5092.0,92.0,80,False,False,False
18416,0,52,"my colleagues are willing to wager that there are over 6,000 species of grass",8218.0,3184.0,409.0,46.0,3.0,77,False,False,False
15462,0,29,my family's position is that the bent joint in the legs of the flamingo is its ankles,8410.0,691.0,219.0,12.0,1.0,85,False,False,False
11287,0,27,my view is that the biggest passenger bus in the world operates in brazil,1184.0,109.0,34.0,0.0,0.0,73,False,False,False
4405,1,54,i learned  online that drone deliveries are already happening and will become common by 2025,406050.0,141438.0,45206.0,302.0,18.0,92,False,False,True
12477,0,37,our view is that an espresso maker has been sent to space,217.0,37.0,14.0,1.0,0.0,57,False,False,False
7549,1,59,a friend encountered a study claiming that baby octopuses are the size of a flea,441682.0,283520.0,83571.0,6538.0,554.0,80,False,False,False
5375,1,8,"i read  in the media that the canary islands are named after types of dogs, not birds",894298.0,451240.0,23441.0,2008.0,1071.0,85,False,False,False
12074,0,50,my reasoning is that the sun takes over one earth month to make a full rotation,8515.0,676.0,120.0,8.0,1.0,79,False,False,False
14262,0,8,my friends' position is that the first gloves used in american sport baseball were fingerless,2657.0,168.0,64.0,1.0,0.0,93,False,False,False
17409,0,59,i am willing to say that koalas sleep up to 22 hours per day,6534.0,231.0,3.0,1.0,0.0,60,False,False,False
18127,0,11,my family is willing to wager that cats can't taste sweet flavors,2008.0,764.0,86.0,4.0,1.0,65,False,False,False
8297,1,32,a colleague read an article claiming that neptune radiates more heat than it gets from the sun,871134.0,517044.0,156295.0,2516.0,1518.0,94,False,False,False
15008,0,47,my family's thinking is that bananas get their curved shape by growing towards the sun,1450.0,52.0,17.0,0.0,0.0,86,False,True,False
9845,0,32,i understand that butterflies taste with their feet,1811.0,413.0,21.0,6.0,2.0,51,False,False,True
3083,1,28,someone learned  online a claim that humans can’t taste food without saliva,884271.0,414351.0,86071.0,5688.0,484.0,75,False,False,False
5694,1,11,i read  on a website a claim that the netherlands is home to the population of tallest humans on earth,92652.0,9119.0,957.0,205.0,35.0,102,False,False,False
10149,0,56,my family believes that j is the only letter that doesn’t appear on the periodic table of elements,5902.0,517.0,39.0,0.0,0.0,98,False,False,False
10665,0,34,my friends understand that the chicken is the closest relative to the t-rex,4178.0,157.0,41.0,3.0,1.0,75,False,False,False
10826,0,21,my colleagues think that the volcano olympus mons on mars is over 3 times taller than mount everest,2359.0,334.0,47.0,1.0,0.0,99,False,False,False
3138,1,29,someone learned  on an internet forum that the first commercial airplane flight lasted 23 minutes,918281.0,338771.0,110716.0,4954.0,2737.0,97,False,False,False
3250,1,59,someone learned  from the media a claim that the people who are currently alive are only 7% of the total number of people who have ever lived,800780.0,489393.0,170417.0,7863.0,3291.0,141,False,False,False
1967,1,47,a friend learned  in a discussion board a claim that 20% of the world's oxygen is produced in the amazon jungles,96776.0,10473.0,3836.0,40.0,22.0,112,False,False,False
2024,1,54,a friend learned  on a website that reindeer grow new antlers every year,997080.0,21332.0,804.0,518.0,259.0,72,False,False,True
9956,0,39,i feel that there are more than 24 time zones around the world,804.0,348.0,4.0,3.0,0.0,62,False,False,False
8923,1,16,someone discovered on tv that cats sleep for two-thirds of their lives,775113.0,259483.0,12078.0,2032.0,1015.0,70,False,False,True
1809,1,16,a friend learned  in the media a claim that only one-fourth of the sahara desert is sandy,686872.0,212472.0,4753.0,3517.0,1268.0,89,False,True,False
3730,1,43,someone read  online that saturn is less dense than water,258618.0,171489.0,12302.0,588.0,206.0,57,False,False,False
9406,1,41,a colleague discovered on the news a claim that melting glaciers make fizzy noises,523325.0,68843.0,285.0,1005.0,328.0,82,False,False,False
7990,1,58,i read a story mentioning that the largest recorded snowflake was 15 inches wide,708419.0,391576.0,89078.0,1093.0,494.0,80,False,False,False
16205,0,59,"my colleagues' understanding is that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",8319.0,3503.0,1244.0,50.0,8.0,146,False,False,False
2592,1,21,a friend read  on social media that the cheetah is the fastest land animal on earth,370697.0,183727.0,33336.0,3981.0,336.0,83,False,True,False
15949,0,42,my colleagues' view is that the microwave oven was an accidental invention,27.0,1.0,0.0,0.0,0.0,74,False,False,False
11621,0,19,my understanding is that bottled water has an expiration date,1258.0,84.0,22.0,1.0,0.0,61,True,False,False
2447,1,42,"a friend read  on an internet forum a claim that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",365838.0,122226.0,26547.0,1991.0,1105.0,156,False,False,True
15102,0,14,my family's understanding is that playing dance music helps ward off mosquitoes,4000.0,856.0,198.0,17.0,6.0,79,False,False,False
12814,0,27,our impression is that neptune’s winds are the fastest in the solar system,5638.0,560.0,221.0,11.0,2.0,74,False,False,False
2895,1,44,a friend read  in the news a claim that the longest recorded cricket match lasted 14 days,250358.0,150468.0,23747.0,1692.0,956.0,89,False,True,False
337,1,18,a friend reported someone revealed that evidence from seymour island suggest that penguins were once 6 ft tall,799461.0,361540.0,29546.0,6789.0,4158.0,110,False,False,False
6179,1,32,a colleague learned  on social media that mobile phone use in india is nearly 100%,490883.0,322459.0,44338.0,1362.0,180.0,82,False,False,False
17691,0,48,my friends are willing to say that kite flying is a professional sport in thailand.,5485.0,506.0,162.0,2.0,0.0,83,True,True,False
352,1,31,a friend reported someone revealed that melting glaciers make fizzy noises,845842.0,58357.0,13337.0,1283.0,293.0,74,True,False,False
13673,0,26,my friends' opinion is that the biggest passenger bus in the world operates in brazil,2115.0,25.0,6.0,0.0,0.0,85,False,False,False
894,1,47,i mentioned an expert discovered that ketchup leaves the bottle at a measured speed of 25 miles per year,639187.0,265128.0,38106.0,2905.0,926.0,104,False,False,False
6795,1,25,a colleague read  on an internet forum a claim that q' is the only letter that doesn’t appear in any u.s. state name,271619.0,7478.0,399.0,154.0,4.0,116,False,False,True
17852,0,58,my friends are willing to wager that violin bows are made from horsehair,4834.0,1652.0,512.0,39.0,0.0,72,False,False,False
3526,1,12,someone learned  on a website a claim that x-rays can’t distinguish real diamonds from fake ones,293658.0,39828.0,6653.0,155.0,92.0,96,False,False,True
18509,0,33,i am convinced  that microbes from the sahara desert help feed the amazon rainforest,6612.0,235.0,25.0,0.0,0.0,84,False,False,False
7512,1,17,a friend encountered a study claiming that the harmonica is the best selling musical instrument,615333.0,186851.0,59811.0,3912.0,1345.0,95,False,False,True
15038,0,53,my family's understanding is that the oldest playable musical instruments were found in china,6647.0,2233.0,782.0,48.0,2.0,93,False,False,False
3206,1,48,someone learned  from the media that the people who are currently alive are only 7% of the total number of people who have ever lived,265386.0,167930.0,31391.0,963.0,472.0,133,False,True,False
13947,0,36,my friends' impression is that canada has the most lakes in the world,4927.0,1436.0,424.0,29.0,3.0,69,True,False,False
11175,0,7,my point of view is that 90% of goods are shipped by ocean freight,2780.0,843.0,242.0,19.0,1.0,66,True,False,False
2133,1,17,a friend learned  from the news that cactus spines can be used to make hooks,337908.0,197748.0,13294.0,4638.0,1259.0,76,False,False,False
932,1,34,i reported an expert discovered that apple seeds contain cyanide,219569.0,43438.0,895.0,135.0,87.0,64,False,False,False
18866,0,22,my colleagues are convinced  that a candle’s flame is blue in zero gravity,8449.0,1892.0,665.0,35.0,11.0,74,False,False,False
7654,1,11,someone read a report mentioning that 90% of the world’s data was generated after 2019,484250.0,55832.0,16344.0,644.0,134.0,86,False,False,False
2578,1,38,a friend read  on social media that earth days are getting longer over time due to orbital expansion,698844.0,289177.0,94834.0,301.0,161.0,100,False,False,False
16785,0,13,my colleagues' reasoning is that frigate birds can sleep while flying,110.0,16.0,4.0,0.0,0.0,69,False,False,False
3330,1,54,someone learned  on social media a claim that adult cats only meow to humans,726497.0,335325.0,73770.0,2717.0,998.0,76,False,False,False
11715,0,30,my impression is that the microwave oven was an accidental invention,1112.0,348.0,10.0,7.0,0.0,68,False,False,False
4950,1,13,i learned  on a website a claim that a snail can sleep for three years,421583.0,259743.0,59917.0,1729.0,158.0,70,False,False,True
3027,1,40,"someone learned  online that there are almost 1.16 billion websites, but only about 200 million are active",995774.0,49583.0,803.0,969.0,108.0,106,False,False,False
475,1,49,the news mentioned someone discovered that penguins can jump as high as 9 feet in the air,924552.0,441566.0,107578.0,1042.0,332.0,89,False,False,False
1936,1,50,"a friend learned  in a discussion board that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",947071.0,42856.0,8870.0,336.0,20.0,141,False,False,False
4923,1,10,i learned  on a website a claim that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,566922.0,105503.0,4640.0,1596.0,421.0,136,False,True,False
17806,0,5,my friends are willing to wager that a double rainbow is a mirror image of the first rainbow,5471.0,2119.0,528.0,47.0,4.0,92,False,False,False
1497,1,29,a colleague claimed the media revealed a blue whale's heartbeat can be heard from two miles away,559246.0,4415.0,1759.0,103.0,7.0,96,False,False,False
13734,0,35,my friends' opinion is that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,2280.0,201.0,28.0,4.0,0.0,113,False,False,False
8575,1,51,a friend discovered on the news a claim that 20% of the world's oxygen is produced in the amazon jungles,152929.0,23968.0,8788.0,550.0,332.0,104,False,True,False
13676,0,43,"my friends' opinion is that london, england has the world's oldest subway system",20.0,7.0,3.0,0.0,0.0,80,False,False,False
4994,1,35,i learned  from the news that the microwave oven was an accidental invention,81274.0,51450.0,12166.0,185.0,18.0,76,False,False,False
11705,0,16,my impression is that artificial banana flavoring is based on an extinct banana type,6445.0,2077.0,356.0,49.0,18.0,84,False,False,False
11236,0,49,my point of view is that there are fewer stars in the sky than there are trees on earth,887.0,1.0,0.0,0.0,0.0,87,False,False,False
13391,0,30,our hypothesis is that the eiffel tower leans away from the sun,9934.0,297.0,44.0,1.0,0.0,63,False,False,False
15337,0,51,my family's sentiment is that india’s trains transport roughly 23 million passengers each day,4079.0,1637.0,569.0,27.0,8.0,93,False,False,False
4083,1,13,someone read  in a discussion board that black cats are good luck in britain and japan,753672.0,397120.0,87362.0,9581.0,5382.0,86,True,True,False
13841,0,40,my friends' understanding is that damascus is the oldest continuously inhabited city in the world,1741.0,82.0,6.0,2.0,0.0,97,False,False,False
8323,1,39,a colleague read an article claiming that the roar of a lion can be heard up to 5 miles away,385778.0,31183.0,7572.0,155.0,20.0,92,False,False,False
14693,0,53,my family's point of view is that snakes can predict earthquakes,6265.0,1958.0,775.0,46.0,11.0,64,False,False,False
6417,1,26,a colleague learned  on a website a claim that the moon was once part of the earth,870392.0,496300.0,188476.0,5829.0,3404.0,82,False,False,True
13300,0,32,our belief is that armadillos have bulletproof shells,87.0,20.0,1.0,0.0,0.0,53,False,False,False
456,1,9,the news mentioned someone discovered that the oldest playable musical instruments were found in china,531325.0,235084.0,11590.0,4630.0,2689.0,102,False,True,False
16563,0,29,my colleagues' sentiment is that there are currently 6 spacecrafts on mars,9739.0,2934.0,308.0,20.0,1.0,74,True,False,False
2101,1,36,a friend learned  from the news that more businesses will be owned by women than men by 2045,946946.0,264461.0,26363.0,3981.0,1650.0,92,False,False,False
16424,0,7,my colleagues' feeling is that bangkok's full name has 163 letters,3283.0,1395.0,54.0,32.0,7.0,66,False,False,False
11482,0,23,my thinking is that we only see the same side of the moon,292.0,35.0,5.0,0.0,0.0,57,False,False,False
12449,0,60,our view is that mars has running water,880.0,259.0,85.0,2.0,0.0,39,False,False,False
17781,0,48,my friends are willing to wager that over 60% of the world's population has access to the internet,1663.0,129.0,22.0,1.0,0.0,98,False,False,False
13755,0,17,my friends' thinking is that the car radio was first introduced in 1922,2130.0,747.0,154.0,1.0,0.0,71,False,False,False
3831,1,17,someone read  on an internet forum a claim that the average car has more than 100 miles of code in the vehicle’s internal computer,371756.0,124843.0,12756.0,1871.0,567.0,130,False,False,False
12555,0,23,"our opinion is that at birth, baby pandas are smaller than mice",4046.0,512.0,26.0,11.0,0.0,63,False,False,False
17633,0,11,i am willing to bet that australia has a bright pink lake,5443.0,576.0,98.0,5.0,1.0,57,False,False,False
8141,1,21,i discovered a story mentioning that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,212432.0,101601.0,10690.0,2080.0,1171.0,136,False,False,True
12748,0,23,our understanding is that melting glaciers make fizzy noises,9555.0,3307.0,426.0,44.0,6.0,60,False,False,False
18325,0,56,my colleagues are willing to wager that the largest rock on earth is in australia,7019.0,2816.0,64.0,0.0,0.0,81,False,False,False
11521,0,44,my thinking is that a candle’s flame is blue in zero gravity,3246.0,629.0,13.0,2.0,1.0,60,True,False,False
4436,1,5,i learned  online that a pound of houseflies contains more protein than a pound of beef,157346.0,92160.0,34294.0,2043.0,436.0,87,False,False,False
17946,0,37,"my family is willing to say that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",4159.0,1082.0,215.0,13.0,2.0,127,False,False,False
7011,1,18,a colleague read  in a discussion board that the volcano olympus mons on mars is over 3 times taller than mount everest,9245.0,3833.0,423.0,13.0,3.0,119,False,True,False
2079,1,12,"a friend learned  on a website a claim that blue whales eat 500,000 calories in 1 mouthful on average",914437.0,78005.0,8454.0,1546.0,875.0,101,False,False,True
18224,0,56,my family is willing to bet that cats can't taste sweet flavors,1611.0,439.0,40.0,6.0,0.0,63,False,False,False
11231,0,45,my point of view is that the red-billed quelea is the most common bird on earth,778.0,9.0,3.0,0.0,0.0,79,True,False,False
9415,1,44,a colleague discovered on the news a claim that the longest recorded tennis match lasted for 11 hours,292142.0,90384.0,17953.0,1694.0,73.0,101,False,False,False
17023,0,39,i say that neptune’s winds are the fastest in the solar system,1750.0,497.0,39.0,10.0,3.0,62,True,False,False
3349,1,25,someone learned  on social media a claim that most children in the world are born on a thursday,485638.0,221779.0,70406.0,3452.0,572.0,95,True,False,False
13465,0,43,my friends' point of view is that kite flying is a professional sport in thailand.,8339.0,2174.0,554.0,29.0,6.0,82,False,False,False
5701,1,16,i read  on a website a claim that sloths can hold their breaths longer than dolphins,3559.0,85.0,21.0,1.0,1.0,84,False,False,False
3631,1,41,someone learned  from the news a claim that lightning strikes somewhere on earth about 100 times every second,440055.0,242876.0,43082.0,2398.0,146.0,109,False,True,False
653,1,30,the news mentioned someone revealed that the automotive industry employs about 9.9 million americans,7663.0,1790.0,384.0,24.0,16.0,100,False,False,False
8486,1,8,a colleague discovered an article claiming that the world generates 2.5 quintillion bytes of data every day,737101.0,337379.0,114933.0,3796.0,226.0,107,True,False,True
8547,1,29,a friend discovered on the news that the hottest planet in our solar system is venus.,617685.0,100847.0,13156.0,860.0,99.0,85,False,False,True
8023,1,55,"i read a story claiming that about once a year, an asteroid the size of a car enters earth’s atmosphere",328658.0,203153.0,58617.0,1768.0,803.0,103,False,False,True
17825,0,8,my friends are willing to wager that human ears and noses never stop growing,5023.0,480.0,43.0,3.0,1.0,76,False,False,False
18239,0,23,my colleagues are willing to say that it snows in the sahara desert,7624.0,2610.0,207.0,38.0,7.0,67,False,False,False
764,1,49,the news told me someone revealed that the busiest airport in the world is in the united states,22073.0,11831.0,3016.0,127.0,6.0,95,True,False,False
4559,1,10,"i learned  on an internet forum a claim that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",94933.0,37059.0,5608.0,863.0,75.0,179,False,False,True
6390,1,56,a colleague learned  on a website that driving south from detroit will lead to canada,723684.0,353219.0,39962.0,5940.0,1358.0,85,False,False,False
10575,0,39,my friends believe that ketchup leaves the bottle at a measured speed of 25 miles per year,1859.0,509.0,2.0,3.0,0.0,90,False,False,False
5795,1,15,i read  in the news a claim that wild boars wash their food,676228.0,245378.0,72038.0,1533.0,159.0,59,False,False,False
10652,0,45,my friends understand that one strand of hair can hold up to 3 ounces of weight,922.0,197.0,22.0,1.0,0.0,79,False,False,False
4113,1,29,someone read  in a discussion board a claim that it takes an average of 364 licks to get to the center of a lollipop,77363.0,12016.0,2216.0,220.0,80.0,116,False,False,True
8656,1,23,a friend discovered on tv that new zealanders have more pets per household than any other country,975749.0,190943.0,47427.0,3290.0,1380.0,97,False,True,False
14743,0,24,my family's view is that the longest commercial flight in history took around 30 hours,7361.0,527.0,207.0,1.0,0.0,86,True,False,False
1209,1,15,a colleague mentioned the media discovered baby spiders are called spiderlings,14401.0,1382.0,76.0,27.0,16.0,78,False,False,True
13205,0,50,our reasoning is that marie curie is the only person with two nobel prizes in different sciences,3890.0,867.0,242.0,9.0,0.0,96,False,False,False
15785,0,35,my colleagues' point of view is that there are 7100+ islands in the philippines,3291.0,219.0,1.0,3.0,1.0,79,False,False,False
16063,0,15,my colleagues' opinion is that there are more than 24 time zones around the world,7370.0,1421.0,259.0,20.0,2.0,81,False,False,False
1814,1,39,a friend learned  in the media a claim that the opposite sides of dice will always equal 7,855940.0,110935.0,43711.0,2447.0,419.0,90,False,False,True
8334,1,32,a colleague located an article mentioning that 90% of drivers admit to singing in the car,743477.0,340916.0,10407.0,7638.0,115.0,89,False,False,False
18913,0,52,in my opinion badminton is the fastest ball and net sport in the world,7820.0,1429.0,142.0,17.0,5.0,70,True,False,False
12278,0,35,"my hypothesis is that your heart beats 100,000 times a day",8418.0,3622.0,606.0,24.0,7.0,58,False,False,False
6243,1,7,a colleague learned  on social media a claim that a pound of houseflies contains more protein than a pound of beef,54169.0,7218.0,57.0,141.0,16.0,114,False,False,False
12688,0,46,"our understanding is that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",4756.0,902.0,255.0,7.0,1.0,135,False,False,False
13173,0,60,our reasoning is that the most productive work day of the week is tuesday,8504.0,2336.0,138.0,53.0,16.0,73,False,False,False
11839,0,32,my feeling is that the world’s largest pyramid cannot be found in egypt,6083.0,228.0,42.0,5.0,1.0,71,True,False,False
11910,0,12,my sentiment is that sweden has the most islands of any country,3931.0,1526.0,596.0,8.0,1.0,63,False,False,False
12324,0,47,our point of view is that 20% of the world's oxygen is produced in the amazon jungles,2968.0,116.0,10.0,0.0,0.0,85,False,False,False
8751,1,7,a friend discovered on the radio that cats can't taste sweet flavors,103950.0,47276.0,3058.0,613.0,174.0,68,False,False,True
13261,0,15,our belief is that the oldest playable musical instruments were found in china,3897.0,129.0,27.0,0.0,0.0,78,False,False,False
7380,1,34,a friend read a study mentioning that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),246188.0,12330.0,880.0,65.0,12.0,154,False,False,False
18514,0,57,i am convinced  that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,5569.0,1790.0,435.0,14.0,3.0,127,False,False,False
17661,0,18,i am willing to bet that the average american spends time totalling 2.5 days annually looking for lost items,7878.0,3448.0,438.0,7.0,1.0,108,False,False,False
6159,1,43,a colleague learned  from the media a claim that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,590509.0,74690.0,1418.0,245.0,83.0,145,False,False,True
8177,1,35,i discovered a story mentioning that you can burn calories just by standing,370297.0,41403.0,8806.0,930.0,614.0,75,False,False,False
9634,0,7,i think that the most watched summer olympics event for the past 20 years has been gymnastics,6808.0,897.0,17.0,14.0,5.0,93,False,False,False
3014,1,55,a friend read  in the media a claim that losing weight alters brain activity,311213.0,72436.0,10636.0,1124.0,460.0,76,False,False,True
14986,0,7,my family's thinking is that new zealanders have more pets per household than any other country,9528.0,639.0,172.0,6.0,1.0,95,False,False,False
18777,0,27,my family is convinced  that the elasticity of rubber bands will last much longer when they are refrigerated,6307.0,1050.0,227.0,14.0,0.0,108,False,False,False
5898,1,22,a colleague learned  online that 20% of the world's oxygen is produced in the amazon jungles,210279.0,20821.0,3844.0,315.0,133.0,92,False,False,False
9906,0,55,i feel that violins are constructed from 70 individual wooden pieces,9537.0,2606.0,205.0,16.0,2.0,68,True,False,False
16296,0,23,my colleagues' understanding is that snakes can predict earthquakes,4855.0,1020.0,262.0,18.0,7.0,67,False,False,False
14051,0,58,my friends' feeling is that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,4030.0,708.0,129.0,10.0,4.0,134,False,False,False
11941,0,51,my position is that making emotional facial expressions can prompt humans to have those emotions,5669.0,1946.0,549.0,17.0,4.0,96,False,False,False
17907,0,48,"my friends are willing to bet that at birth, baby pandas are smaller than mice",232.0,69.0,9.0,0.0,0.0,78,False,False,False
1225,1,15,a colleague reported the media discovered mercury & venus are the only 2 planets in our solar system that have no moons,398328.0,170454.0,66241.0,2638.0,888.0,119,False,False,True
9542,1,51,a colleague discovered on the radio that dogs can understand up to 250 hand gestures and words,8259.0,1902.0,425.0,33.0,13.0,94,False,False,False
17532,0,57,i am willing to wager that australia has a bright pink lake,8905.0,1105.0,127.0,7.0,0.0,59,False,False,False
1539,1,32,a friend learned  online that mercury & venus are the only 2 planets in our solar system that have no moons,871465.0,531593.0,82032.0,1086.0,393.0,107,True,False,True
3558,1,39,someone learned  from the news that captive ravens can speak better than parrots,186135.0,68800.0,3150.0,62.0,23.0,80,False,False,False
1139,1,38,i claimed an expert revealed that drone deliveries are already happening and will become common by 2025,867392.0,546076.0,195685.0,11311.0,6767.0,103,False,False,False
12103,0,21,my reasoning is that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,5611.0,2464.0,820.0,49.0,1.0,112,False,False,False
18864,0,49,my colleagues are convinced  that 170-year-old champagne was found under the baltic sea,8414.0,1066.0,231.0,23.0,4.0,87,False,False,False
8614,1,12,a friend discovered on the news a claim that no two teeth from different people will ever be alike,56776.0,32897.0,154.0,188.0,63.0,98,False,False,False
18438,0,29,my colleagues are willing to bet that the origins of the banjo instrument begin in africa,7502.0,2729.0,80.0,8.0,0.0,89,False,False,False
6309,1,43,a colleague learned  in a discussion board a claim that badminton is the fastest ball and net sport in the world,617440.0,24096.0,5743.0,540.0,300.0,112,False,False,True
7888,1,52,someone discovered a report mentioning that astronauts can grow as much as two inches in space,829024.0,410077.0,157952.0,6447.0,1070.0,94,False,False,False
266,1,34,a friend claimed someone discovered that strawberries are the only known fruit to grow their seeds externally,800390.0,413882.0,28689.0,8926.0,1975.0,109,False,False,False
8548,1,31,a friend discovered on the news that footprints left on the moon won’t disappear as there is no wind,997058.0,359953.0,15472.0,7715.0,4839.0,100,False,False,False
15686,0,37,my family's belief is that one strand of hair can hold up to 3 ounces of weight,7691.0,2364.0,544.0,36.0,14.0,79,False,False,False
13130,0,39,our position is that new zealanders have more pets per household than any other country,7242.0,847.0,278.0,7.0,1.0,87,False,False,False
7102,1,32,a colleague read  on a website that 1 in 3 people have never used the internet,612704.0,351906.0,21645.0,118.0,19.0,78,False,False,False
5742,1,45,i read  in the news that armadillos have bulletproof shells,134988.0,81256.0,12150.0,272.0,107.0,59,False,True,False
7798,1,37,someone located a report mentioning that jobs in the field of agriculture are the most prevalent types of jobs in the world,506410.0,141252.0,51299.0,499.0,76.0,123,False,False,False
1465,1,11,a colleague claimed the media revealed making emotional facial expressions can prompt humans to have those emotions,859792.0,313656.0,33670.0,1117.0,69.0,115,False,False,False
704,1,58,"the news reported someone revealed that there are almost 1.16 billion websites, but only about 200 million are active",201433.0,43531.0,5556.0,463.0,222.0,117,False,False,True
9904,0,5,i feel that vinyl record sales now surpass compact disc sales,9493.0,3217.0,330.0,0.0,0.0,61,True,False,False
17078,0,54,i can say that drone deliveries are already happening and will become common by 2025,299.0,46.0,12.0,0.0,0.0,84,False,False,False
12695,0,40,our understanding is that about half of the world's population can access the web via a mobile device,2649.0,1149.0,91.0,2.0,1.0,101,False,False,False
2740,1,31,a friend read  in a discussion board a claim that mercury & venus are the only 2 planets in our solar system that have no moons,986596.0,597074.0,217265.0,1454.0,755.0,127,False,False,False
327,1,20,"a friend reported someone revealed that london, england has the world's oldest subway system",422005.0,3381.0,288.0,62.0,3.0,92,False,False,True
14027,0,60,"my friends' impression is that in a deck of cards, the king of hearts is the only king without a mustache",7082.0,67.0,22.0,0.0,0.0,105,False,False,False
3536,1,22,someone learned  from the news that there are about 582 million entrepreneurs in the world,670406.0,10181.0,7.0,117.0,56.0,90,False,False,False
10939,0,34,my colleagues believe that the eiffel tower leans away from the sun,9545.0,3858.0,322.0,24.0,5.0,67,False,False,False
11836,0,11,my feeling is that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,7213.0,535.0,203.0,11.0,1.0,115,False,False,False
15937,0,29,my colleagues' view is that the pupil of a goat is rectangular,8281.0,586.0,87.0,14.0,4.0,62,False,False,False
1430,1,29,a colleague told them the media revealed violins are constructed from 70 individual wooden pieces,203892.0,91585.0,22688.0,2055.0,881.0,97,False,False,False
13184,0,54,our reasoning is that half of retail purchases are now made through a mobile device,2378.0,417.0,142.0,10.0,0.0,83,False,False,False
6330,1,14,"a colleague learned  in a discussion board a claim that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",431062.0,156273.0,13603.0,343.0,19.0,135,False,True,False
263,1,20,a friend claimed someone discovered that flossing your teeth improves memory,133433.0,67969.0,26793.0,647.0,221.0,76,False,False,False
15111,0,57,my family's understanding is that the largest living thing on earth is a tree,8536.0,2717.0,498.0,8.0,2.0,77,False,False,False
8990,1,44,someone discovered on the radio that windshield wipers were invented in 1905,358217.0,199534.0,29258.0,4043.0,1050.0,76,False,False,False
17381,0,43,i am willing to say that it snows in the sahara desert,3946.0,739.0,255.0,5.0,0.0,54,False,False,True
3106,1,36,someone learned  on an internet forum that austrian physicist erwin schrödinger was allergic to cats,68543.0,10449.0,108.0,61.0,32.0,100,False,False,False
8617,1,18,a friend discovered on the news a claim that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,776287.0,467960.0,85390.0,1005.0,546.0,130,False,True,False
8079,1,24,i encountered a story mentioning that there might be a huge planet in this solar system,484353.0,251823.0,42665.0,270.0,33.0,87,False,True,False
8433,1,24,a colleague located an article claiming that the town of calama in chile has never experienced rain,524513.0,85248.0,8274.0,640.0,316.0,99,False,False,False
1659,1,18,a friend learned  on an internet forum a claim that canada has the most lakes in the world,62020.0,35039.0,5496.0,802.0,314.0,90,False,True,False
14559,0,40,my friends' hypothesis is that some sharks can glow in the dark,1055.0,50.0,13.0,1.0,0.0,63,False,False,False
4628,1,58,i learned  from the media that outerspace partly smells like diesel fuel and barbeque,755029.0,451430.0,117748.0,6966.0,1572.0,85,False,True,False
4471,1,32,i learned  online a claim that some sharks can glow in the dark,893821.0,436444.0,144425.0,6091.0,3301.0,63,False,False,False
18769,0,25,my family is convinced  that new zealanders have more pets per household than any other country,2679.0,365.0,125.0,4.0,0.0,95,False,False,False
2574,1,6,a friend read  in the media a claim that a pineapple plant can only produce one pineapple a year,914206.0,139913.0,48582.0,1960.0,61.0,96,False,False,False
942,1,20,i told them an expert discovered that the oldest playable musical instruments were found in china,734020.0,125834.0,35030.0,218.0,115.0,97,False,False,False
14882,0,24,my family's opinion is that the eiffel tower leans away from the sun,5439.0,142.0,13.0,3.0,0.0,68,False,False,False
